example_id,query,query_id,product_id,product_locale,esci_label,small_version,large_version,split,product_title,product_description,product_bullet_point,product_brand,product_color
1323,#68 do not fuplicate key,41,B00HJAGSB4,us,E,1,1,train,"Ilco DND-SC4 6 Pin C Keyway ""Do Not Duplicate"" Key Blanks Box of 50","Box of 50 Kaba Ilco brass key blanks, type SC4 `Do Not Duplicate` for 6-pin Schlage `C` locking systems","Kaba Ilco SC4 DND Key Blank (50-Pack)
Material: Brass
Use: Schlage `C` Keyway 6-Pin Locks",,
1325,#68 do not fuplicate key,41,B008IVNJK6,us,E,1,1,train,Kaba Ilco DND-SC1 SC1 Schlage DND Key Blank (Pack of 50),,"Sc1 Schlage ""Do Not Duplicate"" Key Blank 50 Pack
Kaba Ilco
DND-SC1",Kaba Ilco,
1327,#68 do not fuplicate key,41,B003FIK1O4,us,E,1,1,train,Kwikset 83382-002 40083 Brass Key Blank,,"Brings functionality to your home, while offering the trusted, enduring qualities , this collection features high style for the discriminating consumer
Beautifully detailed, this item captures the essence of old-world elegance
Adds a splash of color to brighten up your home",Kwikset,Polished Brass
1332,#8 merchandising tags without string,42,B07DN7DGLB,us,E,1,1,test,"Gift Tags - 1000-Pack Kraft Paper Tags, Merchandise Tags, Writable Tags, Mini Tags, Craft Hang Labels, Name Price Size Labels, for Wedding, Birthday, Party Favor, Kraft Brown, 0.95 x 1.75 inches","Give every package a final touch of elegance with a gift tag. These elegantly-designed tags allow you to write a customized message to the receiver and are perfect for just about any gift-giving occasion. Whether for personal or commercial use, these tags are easy to write on with a ballpoint pen and black ink (not included). The pre-punched hole can be threaded with string (not included) to attach to packages, gift bags or even bottles and mason jars. With a pack of 1000 paper gift tags, you'll have more than enough to cover wedding parties, fairs, and exhibitions.","GIFTED DECOR: Add the final touch to gifts for friends, family and even customers with these paper gift tags.
ELEGANT APPEAL: Made of high quality craft card, you can write and design these tags.
VALUE PACK: With this set of 1000, you can add tags to gift bags and party favors for large events. This is also perfect for clothing store - buy in bulk and save on your label cost!
TIE IT TOGETHER: Pre-punched hole lets you attach the gift tags to presents and more with your own string (string not included).
DIMENSIONS: Each tag measures 0.95 x 1.75 inches.",Juvale,Kraft Brown
1337,#8 merchandising tags without string,42,B07RHJ2T8C,us,E,1,1,test,"FEMELI Unstrung Marking Tags,2000 Pcs Price Tags,1.75 x 1.1 Inches,White Merchandise Tags for Sale","<b> Feature: </b> <br>Colour:white <br>Size:1.75 x 1.1 inches/44 x 27mm <br><br><b> Description: </b> <br>Enough Size for Writing--The size of white Marking Tag is 1.75 x 1.1 inches/44 x 27mm,providing you enough room write the price item number on these price labels <br>Good Match With Tagging Gun And Tagging Barbs---1/8""-diameter pre-cut hole.Tagging needle and tagging barbs both can be inserted into the hole easily. <br>Solid and Smooth--Paper on tag was sturdy and none of it was ripped or bent.Price tag sill stay intact even it is pulled apart from tagging barb.Smooth writing surface for quick and easy labeling. <br>Wide Application-- Perfect for you to hang on shirt T-shit,sock,shoes,backpack,toy, etc. Use for sale distribution, storage or decoration. <br><br><b> Package included: </b> <br>2000×price tag <br><br><b> Note</b> <br>After wring on the tag, you'd better leave the tags alone for a few minutes to dry the ink before tagging on clothes.","ENOUGH SIZE FOR WRITING--The size of white Marking Tag is 1.75 x 1.1 inches/44 x 27mm,providing you enough room to write the price or item number on these price labels
GOOD MATCH WITH TAGGING GUN AND TAGGING BARBS---1/8""-diameter pre-cut hole.Tagging needle and tagging barbs both can insert into the hole easily.
SOLID AND SMOOTH--Tag was sturdy and none of it was ripped or bent.Price tag still stays intact even it is pulled apart from tagging barbs.Smooth writing surface is good for quick and easy labeling.
WIDE APPLICATION-- Perfect for you to hang on shirt T-shit,socks,shoes,backpack,toy, etc. Use for sale distribution, storage or decoration.
PACKAGE INCLUDED--2000 pieces of marking tags per pack,sufficient labels for your yard sale and consignment sale.",FEMELI,White
1339,#8 merchandising tags without string,42,B07VDRNXL5,us,E,1,1,test,"900 Pcs Price Tags, Clothes Size Tags Coupon Tags Making Tag White Store Tags Clothing Tags, 1.77 X 1.38 Inches","Product Description:<br><br> Paper Tag Material: Made of high quality white craft card;Sturdy and Smooth surface. <br><br> Paper price tags Size: 1.38 inch x 1.77 inch;Hole size:3mm. <br>Tags printed with crisp words and line.<br> <br> Functionable:You can write the item price, item number on these price labels to manage your stock; <br>Good for jewelry items, clothing display, warehouse items and so on. Just enjoy your selling time!<br> <br> Perfect for jewelry display,shoes,stationery,also good for product label, clothing tags, business tags, hang tag, custom clothing label, custom price tag, custom favor tag, custom clothing Tag, labels, display tags. <br><br> Package include: <br> 900 PCS White price marking tags","Size: 1.38 inch x 1.77inch; Tag Hole size: 3mm.
Paper Tag Material: Made of high quality white craft card;Sturdy and Smooth surface.
Functionable:You can write the item price, number on these price labels; Good for selling jewelry, clothing, warehouse items manage and so on. Just enjoy your selling time!
Perfect for jewelry display,shoes,stationery,also good for product label, clothing tags, business tags, hang tag, custom clothing label, custom price tag, custom favor tag, custom clothing Tag, labels, display tags
Package include:900PCS White price marking tags.",WeLiu,
1340,#8 merchandising tags without string,42,B07Y1PZQ93,us,E,1,1,test,"Marking Tags Price Tags Writable Blank Price Labels Display Tags with Elastic Hanging String, Kraft (300 Packs, 1.02 x 0.47 Inch)","<br>300 Packs marking tags price tags writable blank price labels display tags with elastic hanging string, kraft, 1.02 x 0.47 inch <br> <br>Large quantity: <br>300 packs label tags with strings, enough quantity for you to hang on items like jewelry, clothes and crafts, etc., and can meet your various purposes. <br> <br>Easily use and remove: <br>With a knotted string, you can easily add or remove these hanging tags without knotting, and the elastic rope is easier to use. <br> <br>Wide usage: <br>It is suitable to write price, item number on these price labels to manage your stock; <br>These string display tags can be well applied to jewelry items, clothing display, warehouse items, etc. <br> <br>Specifications: <br>Material: kraft paper <br>Color: kraft <br>Size: 26 x 12 mm/ 1.02 x 0.47 inch <br> <br>Package includes: <br>300 x String price tags","Package include: you will receive 300 packs string display tags, enough quantity for you to hang on jewelry, clothes, shoes, stationery, exquisite arts and crafts, etc.
Enough space to write: each price tag measures 26 x 12 mm/ 1.02 x 0.47 inches, giving you enough space for decoration or writing down a big name or a short message
Kraft price tags: the tag label is made of kraft paper, lightweight and durable; With a stretchy lanyard, these price tags provide smooth writing surface for you and thus further enhance your writing experience
Convenient to use and remove: the elastic knotted strings make the hanging tags easy to add and remove, you can easily remove the tags without tying a knot, saving you time and energy on it
Wide application: it is suitable to write price, item number on these price labels to manage your stock well; These kraft tags are good for jewelry items, clothing display, warehouse items, etc.",Outus,300 Packs
1343,#8 merchandising tags without string,42,B081GZHD9C,us,E,1,1,test,"500 Pack Jewelry Tags with String by Ummeral, Premium Writable Sales Tags White Marking Tags for Jewelry Small Items, Sale Price Tags Display Labels - 1.37 x 0.86 Inches","<b>Divine Light sale tags with string are ideal for tagging jewelry and other small items. Our sale tags can be used for gift tags, craft projects, identifying household items, or garage sale price tags</b><br><br><b>Specifications</b><br>Size: 1.37 x 0.86 Inches<br>Color: White<br>Material: Paper<br><br>★ Widely use - Great for jewelry or any small crafts! <br><br>★ Enough space to write - The size of price tags is 1.37 x 0.86 Inches, give you enough space for decoration or writing a big name or a short message<br><br>★ Easy to use and remove - Knotted string lets you add and remove the rectangular price tag easily without tying knots, durable and convenient<br><br><b>Package includes</b><br>500 x Good quality Divine Light Price tags","► FOR ANYTHING YOU NEED TO IDENTIFY OR PRICE - Premium white jewelry tags, writable display labels for products, 1.37 x 0.86 Inches. Perfect for tagging jewelry and other small items
► MULTIFUNCTIONAL - You can get enough space to write price, name and others on tags, suitable for jewellery items, clothing display, your gift shop, shoe etc.
► COME IN 500 PIECES - The package includes 500 pieces of price tags, abundant quantity to meet your daily needs and last a LONG time!
► PRACTICAL - Knotted strings let you add and remove tag easily without tying knots, durable and convenient. Easy to use and easy to read!
► EASY TO WRITE ON AND REMOVE - Our good quality tags with string, Smooth writing surface allows for quick and easy labeling, and can easily fall off items",Divine Light Ummeral,White
1344,#8 merchandising tags without string,42,B083P2TLNZ,us,E,1,1,test,"SmartSign Blank Manila Shipping Tags with Wire, Size #5 | 13pt Cardstock Tags, 4 3/4"" x 2 3/8"", Pack of 100","Industry Leading Durability<br>Manila Tags are made of thick 13pt cardstock with a fiber reinforced patch around the 1/4"" wide eyelet for extra pull-strength. Unlike other tags, our Blank Manila Tags have a writeable surface to note down any details. Cardstock is suited for indoor applications. If you want to use these tags outdoors, we strongly recommend using a plastic tag pouch. Tags come with pre-attached wire.<br><br>USA’s Oldest Tag & Sign Manufacturer<br>Family owned since 1918, we take immense pride in our signage. Being one of the oldest certainly means we know this business in and out. Our South Dakota factory is the oldest manufacturer of outdoor signs in the USA.<br><br>Ideal For Recordkeeping<br>Tag helps you write important information required in industrial settings. Write on these tags with a pencil, pen, or marker. The back of the tag is blank.","DURABLE. Blank Tags are made of 13 point cardstock that is extremely rigid and durable.
TEAR RESISTANT. Tags include a reinforcing fiber patch for greater durability and stiffness.
SIZE. These blank manila tags are of Size #5 and measure 2.375"" x 4.75"".
PACK CONTENTS. Pack includes 100 blank manila shipping tags with pre-attached wires.
MANILA TAGS. Manila Shipping Tags offer a receptive and treated surface that easily accepts writing from a pencil, pen or marker.",SmartSign,Buff
1351,#8 merchandising tags without string,42,B077XBR4RZ,us,E,1,1,test,"Price Tags Without String, 1000pcs Smooth Surface White Tags Marking Merchandise Unstrung Tags Small Label Hang Tags for Pricing Gift Jewelry Clothing Yard Sale Garage Supplies 1.75 x 1.093 inch","Whether you are running a retail business, having a yard or garage sale, you are always in need of a set of BBX merchandise marking tags.<br> These high-quality marking tags provide a perfect space for your important information at the same time look exquisite unlike others.<br> The smooth surface gives you a great experience of easily and quickly writing.<br> Special unstrung perforated design for you to use you own tag gun or special twine, wire or ribbon you like, label your items with your personalized style.<br> Marking products for sale, distribution, storage or decoration, and outstanding your products with these neat little white merchandise marking tags.<br> 1000 tags per box meet all your needs, no matter how many items you need to label, a set of BBX merchandise marking tags should get it all done.","✔ HIGH QUATILY: Made of 250gsm C2S art work paper, our tags are thick and durable.✔ Double-sided smooth and excellent quality make them writable and easily wiped off.
✔ GREAT COMPATIBILITY: Work perfectly with all kinds and brands Standard or Fine tag attaching guns with apposite size.
✔ STANDARD SIZE: 1.093"" X 1.75"" appropriate size provides a perfect room for writhing.
✔ SPECIAL DESIGN: Special design for you to use you own tag gun or special twine, wire or ribbon you like.
✔ MULTIPURPOSE: Marking products for sale, distribution, storage or decoration, outstand your products with these neat little white merchandise marking tags.",Brothersbox,
1353,#8 merchandising tags without string,42,B003H8WOPQ,us,E,1,1,test,"Avery Unstrung Shipping Tags, 11.5 pt. Stock, 4-3/4"" x 2-3/8"", 1,000 Manila Hang Tags (12305)",,"Tags come unstrung to allow you to attach them as you prefer
Manila cardstock is smooth and durable
Reinforced hole ensures tag won't rip free of its fastening
Ideal for shipping, mailing and gift tags, scrapbooking, crafting, identification & organization and more
1000 unstrung Manila hang tags included and are made of 11.5 point cardstock",AVERY,Manila
1354,#8 merchandising tags without string,42,B00485MJG6,us,E,1,1,test,"Avery Unstrung Shipping Tags, 11.5 pt. Stock, 2-3/4"" x 1-3/8"", 1,000 Manila Hang Tags (12301)",,"Tags come unstrung to allow you to attach them as you prefer
Manila cardstock is smooth and durable
Reinforced hole ensures tag won't rip free of its fastening
Ideal for shipping, mailing and gift tags, scrapbooking, crafting, identification & organization and more
1000 unstrung Manila hang tags included and are made of 11.5 point cardstock",AVERY,Manila
1356,#8 merchandising tags without string,42,B0089P2BR8,us,E,1,1,test,"SmartSign Dark Green Tags | 13pt Cardstock Tag, 2.375"" x 4.75"", Pack of 1000","Industry Leading Durability<br>Colored Tags are made of thick 13pt cardstock with a fiber reinforced patch around the 1/4"" wide eyelet for extra tear resistance. 13pt tags offer great durability. Unlike other tags, our Blank Tags have a writeable surface to note down any details. Cardstock is suited for indoor applications. If you want to use these tags outdoors, we recommend using a plastic tag pouch.<br><br>USA’s Oldest Tag & Sign Manufacturer<br>Family owned since 1918, we take immense pride in our signage. Being one of the oldest certainly means we know this business in and out. Our South Dakota factory is the oldest manufacturer of outdoor signs in the USA. We have been an integral part of safety and convenience our signs, labels, and tags have provided over the years.<br><br>Color Coding<br>Color-code your inventory, shipment, or equipment. You can use them blank or write on these tags with a pencil, pen, or marker. Polished surface provides a bright surface for your notes.</br>","DURABLE. Blank Tags are made of 13 point cardstock that is extremely rigid and durable.
TEAR RESISTANT. Tags include a reinforcing fiber patch for greater durability and stiffness.
SIZE. These tags are of Size #5 and measure 4.75"" x 2.375"".
PACK CONTENTS. Pack includes 1000 blank tags.
BLANK TAGS. Tags offer a pencil and pen receptive surface that is both smooth and treated to resist smudging.",SmartSign,Green
1358,#8 merchandising tags without string,42,B0089P7DVW,us,E,1,1,test,"SmartSign Blank Manila Shipping Tags with Fiber Patch | 7 1/4"" x 3 5/8"" Cardstock, Pack of 100","Industry Leading Durability<br>Manila Tags are made of thick 15pt cardstock with a fiber reinforced patch around the 1/4"" wide eyelet for extra tear resistance. 15pt Manila tags offer greater durability and stiffness than standard Manila tags. Unlike other tags, our Blank Manila Tags have a writeable surface to note down any details. Cardstock is suited for indoor applications. If you want to use these tags outdoors, we recommend using a plastic tag pouch.<br><br>USA’s Oldest Tag & Sign Manufacturer<br>Family owned since 1918, we take immense pride in our signage. Being one of the oldest certainly means we know this business in and out. Our South Dakota factory is the oldest manufacturer of outdoor signs in the USA. We have been an integral part of safety and convenience our signs, labels, and tags have provided over the years.<br><br>Ideal For Recordkeeping<br>Tag helps you write important information required in industrial settings. Write on these tags with a pencil, pen, or marker. The back of the tag is blank.</br>","DURABLE. Blank Tags are made of 15 point cardstock that is extremely rigid and durable.
TEAR RESISTANT. Tags include a reinforcing fiber patch for greater durability and stiffness.
SIZE. These blank manila tags are of Size #10 and measure 3.625"" x 7.25"".
PACK CONTENTS. Pack includes 100 blank manila shipping tags.
BLANK TAGS. Blank Manila Shipping Tags offer a receptive and treated surface that easily accepts writing from a pencil, pen or marker.",SmartSign,Buff
1359,#8 merchandising tags without string,42,B00A7FB0XO,us,E,1,1,test,"Large (1.75"" X 2.875"") White Blank Merchandise Tag. Case of 2,000 Tags.","Large 1 3/4"" X 2 7/8"" White Blank Merchandise Tags are great for clothing stores. With a combination of other colors, blank merchandise tags can represent sale prices or even keep track of weekly inventory. The merchandise tags are packed 2,000 tags in a box and are always in stock ready for immediate shipment. If you are also interested in any other tag, please browse through our other categories to view over 400 styles of tags.","Premium 10 Point Tag Stock
1/8 Inch Hole
Unstrung Tag
White",Kenco,
1360,#8 merchandising tags without string,42,B0089P54UE,us,E,1,1,test,"SmartSign ""Pack of 1000 Large Garment Tags"" | 1.75"" x 2.875""","Large Garment Tag, 2-7/8"" x 1-3/4"", Blank, No Strings, White , 1000 Tags / Pack, 1.75"" x 2.875"" - These Large White Garment Tags provide ample room for you to denote any information about the clothing or accessories you so choose. The blank tags are ready for you to customize, and the white color is basic and easy to read text against.","Tags come with No Attachment.
Strings or wires may be purchased separately.",SmartSign,
1361,#8 merchandising tags without string,42,B00SSCGE6Q,us,E,1,1,test,"Avery Textured White Scallop Round Paper Tags, 2-1/2-Inch Without Strings, Laser/Inkjet, Print-to-The-Edge, 90 Tags per Package (80511)",,"Create unique accent tags and personalize them with names dates captions and photos
Custom-made printable tags bring events to life
Textured uncoated white heavyweight cardstock is acid-free to help preserve scrapbook memories. Pre-punched; strings not included
Print-to-the-Edge capability to add color to the entire tag",AVERY,White
1362,#8 merchandising tags without string,42,B00I0EU22Y,us,E,1,1,test,"Merchandise Tags #8, White, Scalloped, Hole (no Strings), 2 7/8 x 1 3/4, Box of 1000","These are No. 8 popular retail merchandise tags, White with custom scalloped edge, 2 7/8 x 1 3/4 inches, useful for retail pricing. One hole without string. Box contains 1,000 tags.","No. 8 White Merchandise Tags, Box of 1,000
2-7/8"" x 1-3/4""
Scalloped Edge with Hole, no strings
Ideal for Pricing Garments or Merchandise
Smooth Writing Surface",QCP,White
1363,#8 merchandising tags without string,42,B0776MTTSC,us,E,1,1,test,"Price Tags,Clothes Tags,Clothing Tags,Merchandise Marking Tags,White Paper Price Tag Labels,Box of 1000","<br><b>Product Product details:</b> <br> <br>Price tag size:5cm/1.97 inch*3.5cm /1.38 inch. <br> <br>Unstrung,these price marking tags have a hole at the top for adding a string. <br> <br>Color:White Color Merchandise Marking Tags. <br> <br>White cardstock offers a smooth writing surface. <br> <br>Package content:Box of 1000 Pcs Price tags . <br> <br>Perfect for product label,clothing tags,business tags,display tags.","Price tag size:5cm/1.97 inch*3.5cm /1.38 inch.
Hole diameter:4mm,Color:White,Merchandise Marking Tags.
White cardstock offers a smooth writing surface.
Package content:Box of 1000 Pcs Price tags .
Unstrung,these price marking tags have a hole at the top for adding a string.",KINGLAKE,
1366,#8 merchandising tags without string,42,B0776SL6WV,us,E,1,1,test,"1000 PCS Price Tags, Clothes Size Tags Coupon Tags Making Tag Store Tags Clothing Tags, 1.94"" X 1.38"" with Exquisite Box Package","<b>Warm Tips:</b><br>Our company can custom kinds of tags, welcome to contact us directly.<br><br><b>Product Description:</b><br><br>Paper Tag Material: Made of high quality white craft card;Sturdy and Smooth surface.<br><br>Paper price tags Size: 1.38 inch x 1.94 inch;Hole size:3mm. Tags printed with crisp words and line.<br><br>Functionable:You can write the item price, item number on these price labels to manage your stock; Good for jewelry items, clothing display, warehouse items and so on. Just enjoy your selling time!<br><br>Perfect for jewelry display,shoes,stationery,also good for product label, clothing tags, business tags, hang tag, custom clothing label, custom price tag, custom favor tag, custom clothing Tag, labels, display tags.<br><br><b>Package include:</b><br><br>1000 PCS White price marking tags","Size: 1.38 inch x 1.94 inch; Tag Hole size: 3mm.
Paper Tag Material: Made of high quality white craft card;Sturdy and Smooth surface.
Functionable:You can write the item price, number on these price labels; Good for selling jewelry, clothing, warehouse items manage and so on. Just enjoy your selling time!
Perfect for jewelry display,shoes,stationery,also good for product label, clothing tags, business tags, hang tag, custom clothing label, custom price tag, custom favor tag, custom clothing Tag, labels, display tags
Package include:1000pcs White price marking tags with Exquisite Box Package",G2PLUS,White
1369,#8 merchandising tags without string,42,B01MSJPRSX,us,E,1,1,test,"White Marking Tags Price Tags Price Labels Display Tags with Hanging String, 500 Pack (35 x 22 mm)","<br>White price tags: <br>The marking tags are made of white paper card and offer a smooth writing surface for quick and easy labeling. <br> <br>Enough space to write: <br>The size of price tags is 35 x 22 mm/ 1.38 x 0.87 inch; The string price tags can give you enough space for decoration or writing a big name or a short message. <br> <br>Plentiful string marking tags: <br>500 Pack string display tags are enough for you to hang on jewelry, clothes, shoes, stationery, exquisite arts and crafts, etc. <br> <br>Use and remove easily: <br>Knotted string lets you add and remove the rectangular price tag easily without tying knots, durable and convenient. <br> <br>Wide usage: <br>You can write price, item number on these price labels to manage your stock; Good for for jewelry items, clothing display, warehouse items, etc. <br> <br>Package includes: <br>500 x String price tags","White marking tags: the marking tags are made of white paper card and offer a smooth writing surface for quick and easy labeling
Enough space to write: the size of price tags is 35 x 22 mm/ 1.38 x 0.87 inch; Can give you enough space for decoration or writing a big name or a short message
Abundant string price tags: 500 pack string display tags are enough for you to hang on jewelry, clothes, shoes, stationery, exquisite arts and crafts, etc.
Easy to use and remove: knotted string lets you add and remove the rectangular price tag easily without tying knots, durable and convenient
Wide application: you can write price, item number on these price labels to manage your stock; Good for for jewelry items, clothing display, warehouse items, etc.",Outus,White
1393,#8 tags without string,44,B08TBV8TKQ,us,E,1,1,train,"1000 Pieces White Tags with String Marking Strung Tags, Writable Tags Display Label for Products Jewelry Clothing Tags, 0.9 x 0.51 inches","<p>White price tags:</p><p>The marking tags are made of white paper card and offer a smooth writing surface for quick and easy labeling.</p><p><br></p><p>Enough space to write:</p><p>The size of price tags is 23 x 13 mm/ 0.9 x 0.51 inch; The string price tags can give you enough space for decoration or writing a big name or a short message.</p><p><br></p><p>Plentiful string marking tags:</p><p>1000 Pack string display tags are enough for you to hang on jewelry, clothes, shoes, stationery, exquisite arts and crafts, etc.</p><p><br></p><p>Use and remove easily:</p><p>Knotted string lets you add and remove the rectangular price tag easily without tying knots, durable and convenient.</p><p><br></p><p>Wide usage:</p><p>You can write price, item number on these price labels to manage your stock; Good for jewelry items, clothing display, warehouse items, etc.</p><p><br></p><p>Package includes:</p><p>1000 x String price tags</p>","Premium White Marking Tags: the marking tags are made of white paper card and offer a smooth writing surface for quick and easy labeling.
Size and Quantity: There are 1000 pack marking tags with hanging string, the size of price tags is 23 x 13 mm/ 0.9 x 0.51 inch, They can give you enough space for decoration or writing a big name or a short message.
Abundant String Price Tags: 1000 pack string display tags are enough for you to hang on jewelry, clothes, shoes, stationery, exquisite arts, crafts and etc.
Easy to Use and Remove: Knotted string lets you add and remove the rectangular price tag easily without tying knots, durable and convenient.
Wide Application: You can write price, item number on these price labels to manage your stock. Good for jewelry items, clothing display, warehouse items.",COLOGO,
1401,#8 tags without string,44,B07ZD3CGS1,us,E,1,1,train,300 Pieces Marking Tags Kraft Price Tags Writable Blank Price Labels Display Tags with Elastic Hanging String(1.38 x 0.71 Inch),"<br>300 Packs marking tags price tags writable blank price labels display tags with elastic hanging string, kraft, 1.38 x 0.71 inch <br> <br>Large quantity: <br>300 packs label tags with strings, enough quantity for you to hang on items like jewelry, clothes and crafts, etc., and can meet your various purposes. <br> <br>Easily use and remove: <br>With a knotted string, you can easily add or remove these hanging tags without knotting, and the elastic rope is easier to use. <br> <br>Wide usage: <br>It is suitable to write price, item number on these price labels to manage your stock; <br>These string display tags can be well applied to jewelry items, clothing display, warehouse items, etc. <br> <br>Specifications: <br>Material: kraft paper <br>Color: kraft <br>Size: 35 x 18 mm/ 1.38 x 0.71 inch <br> <br>Package includes: <br>300 x String price tags","Package include: you will receive 300 packs string display tags, enough quantity for you to hang on jewelry, clothes, shoes, stationery, exquisite arts and crafts, etc.
Enough space to write: each price tag measures 35 x 18 mm/ 1.38 x 0.71 inches, giving you enough space for decoration or writing down a big name or a short message
Kraft price tags: the tag label is made of kraft paper, lightweight and durable; With a stretchy lanyard, these price tags provide smooth writing surface for you and thus further enhance your writing experience
Convenient to use and remove: the elastic knotted strings make the hanging tags easy to add and remove, you can easily remove the tags without tying a knot, saving you time and energy on it
Wide application: it is suitable to write price, item number on these price labels to manage your stock well; These kraft tags are good for jewelry items, clothing display, warehouse items, etc.",Outus,300 Packs
1406,#8 tags without string,44,B013ORWC9W,us,E,1,1,train,"KC Store Fixtures 08904 Perforated Merchandise Tags without Strings, 1-3/4"" x 2-7/8"", Red (Pack of 1000)",,"Perforated merchandise tags without strings, 1-3/4""x2-7/8"" - red
The product is manufactured in United States
Merchandise tag
Package Dimensions: 5"" L x 8"" W x 9"" H",KCF,
1408,#8 tags without string,44,B01N454RCB,us,E,1,1,train,"Thank You Tags,Gift Wrap Tags,100 Pcs Kraft Paper Tags with String, Vintage Wedding Favor Tags with 100 Feet Jute Twine","<br><b>KINGLAKE Offers Customer High Quality Kraft Paper Gift Tags,Make your Life More Convenient and Beautiful.</b> <br> <br><b>Product details:</b> <br>Material:High Quality Kraft Paper. <br>Tag Dimensions:Approx 1.7 inch /4.3 cm. <br> <br><b>***Note***:KINGLAKE Kraft Price Tags Paper Gift Tag are pre-punched with holes so you can use directly without any worries.</b> <br> <br>All you have to do is lace the twine through the small hole and tie it around wherever you want. <br> <br>Multi Uses: <br>Perfect for Christmas gift tags,Kraft price tags for product,Thank you tags,Mason Jars tags,Student words cards or any other craft project. <br> <br>The natual jute twine can also be used in other places where you like.Great for crafts projects. <br> <br><b>Package:100pcs kraft paper,Comes with 100 Feet Natural Jute Twine.</b> <br><b>100% Customer Satisfaction Guarantee.Friendly customer service and money back Guarantee.</b>","Thank You Tag size: 1.7 inch.Approx 4.3 cm.""Thank you ""printed on the tags.
Material:High Quality Sturdy Kraft Paper Cardstock Tags.
Perfect for Christmas Gift Tags,wedding favour tags,wish trees tags,Price Tags,Mason Jars tags,Student words cards.
Comes with 100 feet jute twine,Long enough,durable and great for Arts&DIY projects.
KINGLAKE Paper Gift Tags are pre-punched with holes so you can use directly without any worries",KINGLAKE,
1410,#8 tags without string,44,B001E6C3AE,us,E,1,1,train,"Avery 12201 Medium-Weight White Marking Tags, 2 3/4 x 1 11/16 (Box of 1000) - Packaging May Vary",,"Excellent quality.
Made of medium weight stock.
Strung with white cotton polyester twine, knotted at end.
Smooth writing surface.
Packaged in a convenient, reusable storage container.",AVERY,White
1411,#8 tags without string,44,B001GXCSWS,us,E,1,1,train,"Avery Price Tags with String Attached, 11.5 pt. Stock, 3-3/4"" x 1-7/8"", 1,000 Manila Hang Tags (12503)",,"General purpose shipping tags made of 11.5 point, 100% chemical wood pulp stock
Ideal for shipping, mailing and gift tags, scrapbooking, crafting, identification & organization and more
Good strength with a smooth writing surface
Barrel shaped patch is welded onto each tag to give extra strength to prevent tearing where needed
Strung with #9 twine, cut 12"" and looped; 1000 tags included",AVERY,Manila
1416,#8 tags without string,44,B00I0EU22Y,us,E,1,1,train,"Merchandise Tags #8, White, Scalloped, Hole (no Strings), 2 7/8 x 1 3/4, Box of 1000","These are No. 8 popular retail merchandise tags, White with custom scalloped edge, 2 7/8 x 1 3/4 inches, useful for retail pricing. One hole without string. Box contains 1,000 tags.","No. 8 White Merchandise Tags, Box of 1,000
2-7/8"" x 1-3/4""
Scalloped Edge with Hole, no strings
Ideal for Pricing Garments or Merchandise
Smooth Writing Surface",QCP,White
1417,#8 tags without string,44,B013ORWBC0,us,E,1,1,train,"KC Store Fixtures 08901 Perforated Merchandise Tags without Strings, 1-3/4"" x 2-7/8"", White (Pack of 1000)",,"Country of Origin: United States
Package quantity: 1
Product type: Label
Package dimensions: 5.0 ""Lx6.0 ""Wx8.0 ""H",KCF,
1418,#8 tags without string,44,B013ORWB7K,us,E,1,1,train,"KC Store Fixtures 08902 Perforated Merchandise Tags without Strings, 1-3/4"" x 2-7/8"", Orange (Pack of 1000)",,"Perforated merchandise tags without strings, 1-3/4""x2-7/8"" - orange
The product is manufactured in United States
Merchandise tag
Package Dimensions: 5"" L x 7"" W x 8"" H",KCF,
1419,#8 tags without string,44,B013ORXI4A,us,E,1,1,train,"KC Store Fixtures 09301 #3 Merchandise Tag without String, 7/8"" x 1-1/4"", White (Pack of 1000)",,"Merchandise tag #3 without string, 7/8""x1-1/4"" - white
The product is manufactured in United States
Color: White
Package Dimensions: 5.0"" L x 32.0"" W x 8.0"" H",KCF,
1421,#8 tags without string,44,B013ORWSYQ,us,E,1,1,train,"KC Store Fixtures 08912 Perforated Merchandise Tags without Strings, 1-3/4"" x 2-7/8"", Light Blue (Pack of 1000)",,"Package Dimensions: 5.0"" (L) x 17.0"" (W) x 8.0"" (H)
Product Type: Store Fixtures And Equipment
Package Quantity: 1
Country Of Origin: United States",KCF,
1423,#8 tags without string,44,B013ORWKLW,us,E,1,1,train,"KC Store Fixtures 08908 Perforated Merchandise Tags without Strings, 1-3/4"" x 2-7/8"", Light Green (Pack of 1000)",,"Perforated merchandise tags without strings, 1-3/4""x2-7/8"" - light green
The product is manufactured in United States
Merchandise tag
Package Dimensions: 5"" L x 13"" W x 8"" H",KCF,
1424,#8 tags without string,44,B013ORWKEO,us,E,1,1,train,"KC Store Fixtures 08906 Perforated Merchandise Tags without Strings, 1-3/4"" x 2-7/8"", Yellow (Pack of 1000)",,"Product Type:Label
Item Package Dimension:5.0 "" L X 11.0 "" W X 8.0 "" H
Item Package Weight:2.04 Lbs
Country Of Origin: United States",KCF,
